"No.","Time","Source","Destination","Protocol","Length","Info"
"3969","57.168493","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3970","57.168494","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3971","57.220527","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"3972","57.265273","NortelNe_49:f0:82","Nortel-autodiscovery","NDP","60","Segment Hello"
"3973","57.265274","NortelNe_49:f0:82","Nortel-autodiscovery","NDP","60","FlatNet Hello"
"3974","57.266304","10.15.12.16","10.7.196.56","TLSv1","11547","Application Data"
"3975","57.282925","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1799703 Win=45900 Len=0"
"3976","57.282926","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1802423 Win=45220 Len=0"
"3977","57.286854","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1805143 Win=44540 Len=0"
"3978","57.286855","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1807863 Win=43860 Len=0"
"3979","57.360934","10.13.24.136","10.13.88.131","MEGACO","110","79629 Request |=NULL AuditValue=TDMs25c1f1/1/6/2/2"
"3980","57.362871","10.13.88.131","10.13.24.136","MEGACO","135","79629 Reply   |=NULL AuditValue=TDMs25c1f1/1/6/2/2 (Mode:IN)"
"3981","57.374540","10.15.12.16","10.7.196.56","TLSv1","8443","Application Data"
"3982","57.375271","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3983","57.375272","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3984","57.375273","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3985","57.375274","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3986","57.375275","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3987","57.375276","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3988","57.388914","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1809836 Win=43860 Len=0"
"3989","57.388916","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1812556 Win=43860 Len=0"
"3990","57.388916","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1815276 Win=43860 Len=0"
"3991","57.388917","10.7.196.56","10.15.12.16","TCP","66","[TCP Dup ACK 3990#1] 59759  >  3389 [ACK] Seq=341 Ack=1815276 Win=43860 Len=0 SLE=1816636 SRE=1816865"
"3992","57.392807","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1816865 Win=44880 Len=0"
"3993","57.420528","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"3994","57.568487","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3995","57.568488","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3996","57.568489","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3997","57.568490","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3998","57.568491","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"3999","57.568492","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4000","57.620536","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4001","57.768557","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4002","57.768558","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4003","57.768559","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4004","57.768560","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4005","57.768561","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4006","57.768562","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4007","57.820539","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4008","57.968583","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4009","57.968584","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4010","57.968585","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4011","57.968586","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4012","57.968587","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4013","57.968587","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4014","58.020543","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4015","58.109668","10.15.12.16","10.7.196.56","TLSv1","13003","Application Data"
"4016","58.115381","10.15.12.5","10.13.24.139","SNMP","121","get-request 1.3.6.1.2.1.1.1.0 1.3.6.1.4.1.562.29.1.6.1.0 1.3.6.1.4.1.562.29.1.1.3.0"
"4017","58.116663","10.13.24.139","10.15.12.5","SNMP","264","get-response 1.3.6.1.2.1.1.1.0 1.3.6.1.4.1.562.29.1.6.1.0 1.3.6.1.4.1.562.29.1.1.3.0"
"4018","58.125076","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1819585 Win=44880 Len=0"
"4019","58.125077","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1822305 Win=44880 Len=0"
"4020","58.125078","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1825025 Win=45560 Len=0"
"4021","58.125079","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1827745 Win=45560 Len=0"
"4022","58.128832","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1829814 Win=45560 Len=0"
"4023","58.168645","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4024","58.168646","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4025","58.168647","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4026","58.168648","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4027","58.168649","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4028","58.168650","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4029","58.216516","10.15.12.16","10.7.196.56","TLSv1","3803","Application Data"
"4030","58.220519","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4031","58.230792","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1832534 Win=45560 Len=0"
"4032","58.250228","ArtesynE_30:b0:30","Broadcast","ARP","60","Who has 10.13.24.68? Tell 10.13.24.71"
"4033","58.268192","10.13.25.13","10.13.24.136","UDP","70","4684  >  4684 Len=28"
"4034","58.360881","10.13.24.136","10.13.88.131","MEGACO","110","79630 Request |=NULL AuditValue=TDMs25c1f1/1/6/2/3"
"4035","58.362600","10.13.88.131","10.13.24.136","MEGACO","135","79630 Reply   |=NULL AuditValue=TDMs25c1f1/1/6/2/3 (Mode:IN)"
"4036","58.376379","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4037","58.376380","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4038","58.376381","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4039","58.376382","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4040","58.376383","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4041","58.376384","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4042","58.420530","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4043","58.430869","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1833563 Win=45302 Len=0"
"4044","58.568472","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4045","58.568473","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4046","58.568474","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4047","58.568474","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4048","58.568475","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4049","58.568476","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4050","58.620569","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4051","58.750394","10.15.12.16","10.7.196.56","TLSv1","12459","Application Data"
"4052","58.750517","10.15.12.16","10.7.196.56","TLSv1","987","Application Data"
"4053","58.759100","10.15.12.16","10.7.196.56","TLSv1","10683","Application Data"
"4054","58.764580","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1836283 Win=45560 Len=0"
"4055","58.764581","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1839003 Win=45560 Len=0"
"4056","58.768566","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4057","58.768568","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4058","58.768569","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4059","58.768570","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4060","58.768570","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4061","58.768571","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4062","58.769002","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1841723 Win=46240 Len=0"
"4063","58.769003","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1844443 Win=45900 Len=0"
"4064","58.769003","10.7.196.56","10.15.12.16","TCP","66","[TCP Dup ACK 4063#1] 59759  >  3389 [ACK] Seq=341 Ack=1844443 Win=45900 Len=0 SLE=1845803 SRE=1845968"
"4065","58.769004","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1845968 Win=45900 Len=0"
"4066","58.772877","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1848261 Win=45326 Len=0"
"4067","58.772878","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1850981 Win=44646 Len=0"
"4068","58.776861","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1853701 Win=43966 Len=0"
"4069","58.776862","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1856421 Win=43860 Len=0"
"4070","58.812780","10.13.24.138","10.13.24.139","UDP","60","1403  >  1403 Len=4"
"4071","58.820567","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4072","58.856111","10.15.12.16","10.7.196.56","TLSv1","3547","Application Data"
"4073","58.870914","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1858890 Win=43860 Len=0"
"4074","58.870915","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1861023 Win=43860 Len=0"
"4075","58.950682","10.13.24.139","10.13.24.138","UDP","60","1400  >  1400 Len=10"
"4076","58.968566","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4077","58.968567","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4078","58.968568","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4079","58.968568","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4080","58.968569","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4081","58.968570","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4082","59.020561","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4083","59.168491","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4084","59.168492","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4085","59.168493","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4086","59.168494","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4087","59.168495","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4088","59.168496","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4089","59.196931","Santera_0a:1d:8c","Broadcast","ARP","60","Who has 10.13.24.144? Tell 10.13.24.146"
"4090","59.220551","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4091","59.230649","10.13.25.12","10.13.24.136","UDP","114","4684  >  4684 Len=72"
"4092","59.230650","10.13.25.12","10.13.24.136","UDP","118","4684  >  4684 Len=76"
"4093","59.230651","10.13.25.12","10.13.24.136","UDP","89","4684  >  4684 Len=47"
"4094","59.236468","ArtesynE_30:b0:d9","Broadcast","ARP","60","Who has 10.13.24.88? Tell 10.13.24.91"
"4095","59.251368","10.13.24.136","10.13.27.21","MEGACO","89","79631 Request |=Choose one Add=audio/$"
"4096","59.254414","10.13.27.21","10.13.24.136","MEGACO","111","79631 Reply   |=50 A=audio/audiopool0/42"
"4097","59.280640","ArtesynE_30:93:d2","Broadcast","ARP","60","Who has 10.13.24.40? Tell 10.13.24.43"
"4098","59.284585","10.13.24.80","10.13.24.136","UDP","513","22532  >  22532 Len=471"
"4099","59.287405","10.13.24.136","10.13.27.21","MEGACO/SDP/SDP","632","79632 Request |=50 Add=$ (Mode:SO)"
"4100","59.292899","10.13.27.21","10.13.24.136","MEGACO/SDP","263","79632 Reply   |=50 A=te/tepool0/43"
"4101","59.293711","10.13.24.136","10.13.24.80","UDP","209","22532  >  22532 Len=167"
"4102","59.293712","10.13.24.136","10.13.24.80","UDP","60","22533  >  22533 Len=16"
"4103","59.310666","10.13.24.139","10.13.25.13","UDP","95","4684  >  4684 Len=53"
"4104","59.310667","10.13.24.139","10.13.24.138","UDP","68","1402  >  1402 Len=26"
"4105","59.310668","10.13.24.139","10.13.25.13","ICMP","106","Echo (ping) request  id=0x0000, seq=0/0, ttl=60 (reply in 4107)"
"4106","59.312342","10.13.24.139","10.13.24.138","TCP","120","22535  >  33199 [PSH, ACK] Seq=57513 Ack=1 Win=11134 Len=66"
"4107","59.343169","10.13.25.13","10.13.24.139","ICMP","106","Echo (ping) reply    id=0x0000, seq=0/0, ttl=63 (request in 4105)"
"4108","59.360895","10.13.24.136","10.13.88.131","MEGACO","110","79633 Request |=NULL AuditValue=TDMs25c1f1/1/6/2/4"
"4109","59.362804","10.13.88.131","10.13.24.136","MEGACO","135","79633 Reply   |=NULL AuditValue=TDMs25c1f1/1/6/2/4 (Mode:IN)"
"4110","59.375826","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4111","59.375828","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4112","59.375828","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4113","59.375829","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4114","59.375830","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4115","59.375831","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4116","59.390090","10.15.12.16","10.7.196.56","TLSv1","11803","Application Data"
"4117","59.390215","10.15.12.16","10.7.196.56","TLSv1","1067","Application Data"
"4118","59.392720","10.13.25.12","10.13.24.139","UDP","75","4684  >  4684 Len=33"
"4119","59.402795","10.13.24.138","10.13.24.139","TCP","60","33199  >  22535 [ACK] Seq=1 Ack=57579 Win=11614 Len=0"
"4120","59.403189","10.13.24.139","10.13.24.138","TCP","1514","22535  >  33199 [ACK] Seq=57579 Ack=1 Win=11134 Len=1460"
"4121","59.403190","10.13.24.139","10.13.24.138","TCP","1270","22535  >  33199 [PSH, ACK] Seq=59039 Ack=1 Win=11134 Len=1216"
"4122","59.404054","10.13.24.138","10.13.24.139","TCP","60","33199  >  22535 [ACK] Seq=1 Ack=60255 Win=11680 Len=0"
"4123","59.405090","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1863743 Win=43860 Len=0"
"4124","59.405091","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1866463 Win=43860 Len=0"
"4125","59.409036","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1869183 Win=44540 Len=0"
"4126","59.409037","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1871903 Win=44540 Len=0"
"4127","59.409038","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1873785 Win=44540 Len=0"
"4128","59.420549","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4129","59.462323","10.13.24.136","10.13.27.21","MEGACO","410","79634 Request |=50 Modify=audio/audiopool0/42 (Signal:{)"
"4130","59.462324","10.13.24.136","10.13.24.80","UDP","60","22533  >  22533 Len=18"
"4131","59.462325","10.13.24.139","10.13.25.13","UDP","77","4684  >  4684 Len=35"
"4132","59.462718","10.13.24.136","10.13.24.80","UDP","60","22533  >  22533 Len=16"
"4133","59.465550","10.13.27.21","10.13.24.136","MEGACO","112","79634 Reply   |=50 MF=audio/audiopool0/42"
"4134","59.495603","10.15.12.16","10.7.196.56","TLSv1","1803","Application Data"
"4135","59.508855","10.7.196.56","10.15.12.16","TCP","66","[TCP Dup ACK 4127#1] 59759  >  3389 [ACK] Seq=341 Ack=1873785 Win=44540 Len=0 SLE=1875145 SRE=1875534"
"4136","59.508856","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1875534 Win=44540 Len=0"
"4137","59.511480","10.13.24.139","10.13.24.138","TCP","120","22535  >  33199 [PSH, ACK] Seq=60255 Ack=1 Win=11134 Len=66"
"4138","59.512790","10.13.24.138","10.13.24.139","TCP","60","33199  >  22535 [ACK] Seq=1 Ack=60321 Win=11614 Len=0"
"4139","59.513163","10.13.24.139","10.13.24.138","TCP","1514","22535  >  33199 [ACK] Seq=60321 Ack=1 Win=11134 Len=1460"
"4140","59.513166","10.13.24.139","10.13.24.138","TCP","1086","22535  >  33199 [PSH, ACK] Seq=61781 Ack=1 Win=11134 Len=1032"
"4141","59.513975","10.13.24.138","10.13.24.139","TCP","60","33199  >  22535 [ACK] Seq=1 Ack=62813 Win=11680 Len=0"
"4142","59.568489","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4143","59.568490","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4144","59.568491","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4145","59.568492","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4146","59.568493","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4147","59.568493","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4148","59.620500","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4149","59.779442","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4150","59.779443","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4151","59.779444","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4152","59.779445","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4153","59.779446","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4154","59.779447","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4155","59.820566","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4156","59.968577","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4157","59.968578","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4158","59.968579","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4159","59.968580","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4160","59.968581","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4161","59.968582","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4162","60.020549","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4163","60.168444","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4164","60.168445","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4165","60.168446","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4166","60.168447","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4167","60.168448","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4168","60.168449","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4169","60.220504","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4170","60.232484","10.15.12.16","10.7.196.56","TLSv1","12251","Application Data"
"4171","60.246472","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1878254 Win=44540 Len=0"
"4172","60.246833","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1880974 Win=44540 Len=0"
"4173","60.250802","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1883694 Win=45220 Len=0"
"4174","60.250803","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1886414 Win=45220 Len=0"
"4175","60.338466","10.15.12.16","10.7.196.56","TLSv1","8107","Application Data"
"4176","60.352658","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1889091 Win=45220 Len=0"
"4177","60.352659","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1891811 Win=45220 Len=0"
"4178","60.352660","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1894531 Win=45220 Len=0"
"4179","60.360917","10.13.24.136","10.13.88.131","MEGACO","110","79635 Request |=NULL AuditValue=TDMs25c1f1/1/6/2/5"
"4180","60.362821","10.13.88.131","10.13.24.136","MEGACO","135","79635 Reply   |=NULL AuditValue=TDMs25c1f1/1/6/2/5 (Mode:IN)"
"4181","60.375723","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4182","60.375724","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4183","60.375725","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4184","60.375726","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4185","60.375727","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4186","60.375728","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4187","60.420558","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4188","60.443166","Tri-Data_a4:00:37","Broadcast","ARP","60","Who has 10.15.12.8? Tell 10.15.12.24"
"4189","60.443168","Tri-Data_2f:d5:1a","Broadcast","ARP","60","10.15.12.8 is at 00:00:bb:2f:d5:1a"
"4190","60.550873","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1895784 Win=45900 Len=0"
"4191","60.568486","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4192","60.568487","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4193","60.568488","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4194","60.568489","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4195","60.568490","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4196","60.568490","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4197","60.620589","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4198","60.631245","10.13.25.13","10.13.24.136","UDP","118","4684  >  4684 Len=76"
"4199","60.631246","10.13.25.13","10.13.24.136","UDP","87","4684  >  4684 Len=45"
"4200","60.631247","10.13.25.13","10.13.24.136","UDP","108","4684  >  4684 Len=66"
"4201","60.631248","10.13.25.13","10.13.24.136","UDP","118","4684  >  4684 Len=76"
"4202","60.637081","10.13.24.12","10.13.24.136","UDP","251","22532  >  22532 Len=209"
"4203","60.642324","10.13.24.136","10.13.88.131","MEGACO/SDP/SDP","447","79636 Request |=Choose one Add=$ (Mode:SR)"
"4204","60.668061","10.15.12.16","10.7.196.56","TLSv1","11611","Application Data"
"4205","60.682546","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1898504 Win=45900 Len=0"
"4206","60.682548","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1901224 Win=45900 Len=0"
"4207","60.686874","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1903944 Win=45900 Len=0"
"4208","60.686875","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1906664 Win=45560 Len=0"
"4209","60.737695","10.13.88.131","10.13.24.136","MEGACO/SDP","280","79636 Reply   |=87782 Add=RTP/2/90916"
"4210","60.738774","10.13.24.136","10.13.24.12","UDP","227","22532  >  22532 Len=185"
"4211","60.738775","10.13.24.136","10.13.24.12","UDP","60","22533  >  22533 Len=16"
"4212","60.740022","10.13.24.139","10.13.25.13","UDP","119","4684  >  4684 Len=77"
"4213","60.740023","10.13.24.12","10.13.24.136","UDP","60","22533  >  22533 Len=18"
"4214","60.740024","10.13.24.139","10.13.25.13","UDP","119","4684  >  4684 Len=77"
"4215","60.740024","10.13.24.12","10.13.24.136","UDP","60","22533  >  22533 Len=16"
"4216","60.768571","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4217","60.768572","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4218","60.768573","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4219","60.768574","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4220","60.768575","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4221","60.768576","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4222","60.775313","10.15.12.16","10.7.196.56","TLSv1","8683","Application Data"
"4223","60.788475","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1908701 Win=45560 Len=0"
"4224","60.793011","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1911421 Win=45560 Len=0"
"4225","60.793012","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1914141 Win=45220 Len=0"
"4226","60.793013","10.7.196.56","10.15.12.16","TCP","66","[TCP Dup ACK 4225#1] 59759  >  3389 [ACK] Seq=341 Ack=1914141 Win=45220 Len=0 SLE=1915501 SRE=1915970"
"4227","60.793014","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=341 Ack=1915970 Win=45220 Len=0"
"4228","60.820575","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"4229","60.921571","10.13.24.139","10.13.24.138","TCP","120","22535  >  33199 [PSH, ACK] Seq=62813 Ack=1 Win=11134 Len=66"
"4230","60.942799","10.13.24.138","10.13.24.139","TCP","60","33199  >  22535 [ACK] Seq=1 Ack=62879 Win=11614 Len=0"
"4231","60.942800","10.13.24.139","10.13.24.138","TCP","274","22535  >  33199 [PSH, ACK] Seq=62879 Ack=1 Win=11134 Len=220"
"4232","60.968576","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4233","60.968577","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"4234","60.968578","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
